District.Type,District.Number,math19,reading19,name19.x,math22,reading22,name22.x,math25,reading25,name25.x,math_perc_19_22,math_perc_pt_19_22,math_perc_22_25,math_perc_pt_22_25,math_perc_19_25,math_perc_pt_19_25,reading_perc_19_22,reading_perc_pt_19_22,reading_perc_22_25,reading_perc_pt_22_25,reading_perc_19_25,reading_perc_pt_19_25,name19.y,enrollment19,perc_white19,perc_frp19,name22.y,enrollment22,perc_white22,perc_frp22,name25.y,enrollment25,perc_white25,perc_frp25
1,811,62.5,65.14,Wabasha-Kellogg Public School Dist.,34.2,48.97,Wabasha-Kellogg Public School District,31.17,47.55,Wabasha-Kellogg Public School District,-0.4528,-28.3,-0.088596491,-3.03,-0.50128,-31.33,-0.248234572,-16.17,-0.028997345,-1.42,-0.270033773,-17.59,Wabasha-Kellogg Public School District,515,89.90%,33.01%,Wabasha-Kellogg Public School District,899,81.20%,28.03%,Wabasha-Kellogg Public School District,757,82.69%,36.86%
1,813,54.79,56.03,Lake City Public School District,46.78,47.45,Lake City Public School District,45.44,46.99,Lake City Public School District,-0.146194561,-8.01,-0.02864472,-1.34,-0.170651579,-9.35,-0.153132251,-8.58,-0.009694415,-0.46,-0.161342138,-9.04,Lake City Public School District,1253,89.86%,23.78%,Lake City Public School District,1202,88.02%,20.88%,Lake City Public School District,1189,85.62%,32.72%
1,818,42.81,53.04,Verndale Public School District,26.03,39.09,Verndale Public School District,31.93,40.31,Verndale Public School District,-0.391964494,-16.78,0.226661544,5.9,-0.254146228,-10.88,-0.26300905,-13.95,0.031210028,1.22,-0.240007541,-12.73,Verndale Public School District,573,92.50%,53.40%,Verndale Public School District,525,91.24%,44.57%,Verndale Public School District,484,91.94%,44.01%
1,820,56.83,61.21,Sebeka Public School District,39.13,53.72,Sebeka Public School District,46.15,47.25,Sebeka Public School District,-0.311455217,-17.7,0.179401993,7.02,-0.187928911,-10.68,-0.122365627,-7.49,-0.120439315,-6.47,-0.228067309,-13.96,Sebeka Public School District,496,93.95%,44.56%,Sebeka Public School District,450,94.89%,42.44%,Sebeka Public School District,451,92.68%,55.21%
1,821,51.6,57.46,Menahga Public School District,46.08,48.75,Menahga Public School District,40.07,46.08,Menahga Public School District,-0.106976744,-5.52,-0.130425347,-6.01,-0.223449612,-11.53,-0.15158371,-8.71,-0.054769231,-2.67,-0.198050818,-11.38,Menahga Public School District,1039,95.38%,46.97%,Menahga Public School District,989,94.24%,43.48%,Menahga Public School District,987,94.43%,51.27%
1,829,47.14,54.92,Waseca Public School District,36.67,43.57,Waseca Public School District,39.84,46.91,Waseca Public School District,-0.22210437,-10.47,0.086446687,3.17,-0.15485787,-7.3,-0.206664239,-11.35,0.076658251,3.34,-0.145848507,-8.01,Waseca Public School District,1945,79.38%,35.32%,Waseca Public School District,1783,75.83%,32.53%,Waseca Public School District,1752,73.63%,44.69%
1,831,60.13,61.04,Forest Lake Public School District,47.46,50.64,Forest Lake Public School District,49.61,49.8,Forest Lake Public School District,-0.210710128,-12.67,0.045301306,2.15,-0.174954266,-10.52,-0.170380079,-10.4,-0.016587678,-0.84,-0.184141547,-11.24,Forest Lake Public School District,6148,85.78%,21.83%,Forest Lake Public School District,5958,81.40%,17.47%,Forest Lake Public School District,5776,77.01%,27.13%
1,832,76.65,78.56,Mahtomedi Public School District,69.11,68.76,Mahtomedi Public School District,71.02,68.72,Mahtomedi Public School District,-0.098369211,-7.54,0.0276371,1.91,-0.07345075,-5.63,-0.124745418,-9.8,-0.000581734,-0.04,-0.125254582,-9.84,Mahtomedi Public School District,3342,83.45%,8.59%,Mahtomedi Public School District,3229,80.24%,7.99%,Mahtomedi Public School District,3285,79.73%,12.72%
1,833,64.92,67.99,South Washington County School Dist,51.35,56.71,South Washington County Schools,51.84,54.46,South Washington County Schools,-0.209026494,-13.57,0.009542356,0.49,-0.201478743,-13.08,-0.165906751,-11.28,-0.039675542,-2.25,-0.198999853,-13.53,South Washington County School District,18966,66.80%,18.10%,South Washington County Schools,18994,62.87%,15.38%,South Washington County Schools,19578,57.23%,23.44%
1,834,63.94,68.29,Stillwater Area Public School Dist.,56.39,58.69,Stillwater Area Public Schools,58.25,60.96,Stillwater Area Public Schools,-0.118079449,-7.55,0.032984572,1.86,-0.088989678,-5.69,-0.140576951,-9.6,0.038677799,2.27,-0.10733636,-7.33,Stillwater Area Public School District,8554,80.93%,15.34%,Stillwater Area Public Schools,8203,77.34%,12.48%,Stillwater Area Public Schools,8455,73.70%,20.28%
1,836,21.55,32.69,Butterfield Public School District,24.77,29.09,Butterfield Public School District,32.41,31.07,Butterfield-Odin Public School District,0.149419954,3.22,0.308437626,7.64,0.503944316,10.86,-0.110125421,-3.6,0.068064627,1.98,-0.049556439,-1.62,Butterfield Public School District,208,37.50%,65.38%,Butterfield Public School District,226,23.89%,65.93%,Butterfield-Odin Public School District,213,26.76%,69.95%
1,837,50.73,53.36,Madelia Public School District,40.89,46.73,Madelia Public School District,31.01,37.18,Madelia Public School District,-0.193968066,-9.84,-0.241623869,-9.88,-0.388724621,-19.72,-0.124250375,-6.63,-0.204365504,-9.55,-0.303223388,-16.18,Madelia Public School District,614,51.95%,52.28%,Madelia Public School District,629,50.87%,36.41%,Madelia Public School District,646,47.37%,49.69%
1,840,56.4,57.25,St. James Public School District,42.33,44.3,St. James Public School District,36.59,39.31,St. James Public School District,-0.249468085,-14.07,-0.135601228,-5.74,-0.351241135,-19.81,-0.226200873,-12.95,-0.112641084,-4.99,-0.313362445,-17.94,St. James Public School District,1042,47.79%,54.89%,St. James Public School District,1076,43.68%,48.70%,St. James Public School District,1143,37.01%,56.61%
1,846,51.04,54.46,Breckenridge Public School District,43.07,43.53,Breckenridge Public School District,37.5,44.6,Breckenridge Public School District,-0.156152038,-7.97,-0.129324356,-5.57,-0.265282132,-13.54,-0.20069776,-10.93,0.024580749,1.07,-0.181050312,-9.86,Breckenridge Public School District,643,83.67%,39.04%,Breckenridge Public School District,638,82.92%,35.11%,Breckenridge Public School District,576,75.87%,45.31%
1,850,61.25,57.14,Rothsay Public School District,57.5,56.17,Rothsay Public School District,53.59,46.71,Rothsay Public School District,-0.06122449,-3.75,-0.068,-3.91,-0.125061224,-7.66,-0.016975849,-0.97,-0.168417305,-9.46,-0.182534127,-10.43,Rothsay Public School District,304,92.76%,40.13%,Rothsay Public School District,309,92.88%,29.13%,Rothsay Public School District,334,93.41%,28.44%
1,852,32.81,51.47,Campbell-Tintah Public School Dist.,38.6,35.82,Campbell-Tintah Public School District,31.03,30,Campbell-Tintah Public School District,0.176470588,5.79,-0.19611399,-7.57,-0.054251753,-1.78,-0.304060618,-15.65,-0.162479062,-5.82,-0.417136196,-21.47,Campbell-Tintah Public School District,144,86.81%,51.39%,Campbell-Tintah Public School District,142,85.92%,38.73%,Campbell-Tintah Public School District,115,84.35%,21.74%
1,857,49.21,62.67,Lewiston-Altura Public School Dist.,44.86,53.43,Lewiston-Altura Public School District,57.63,55.31,Lewiston-Altura Public School District,-0.088396667,-4.35,0.284663397,12.77,0.171103434,8.42,-0.147438966,-9.24,0.035186225,1.88,-0.117440562,-7.36,Lewiston-Altura Public School District,745,88.19%,32.48%,Lewiston-Altura Public School District,692,85.12%,23.27%,Lewiston-Altura Public School District,591,81.56%,35.36%
1,858,65.08,65.41,St. Charles Public School District,51.06,52.51,St. Charles Public School District,46.73,52.15,St. Charles Public School District,-0.215427167,-14.02,-0.084802193,-4.33,-0.281960664,-18.35,-0.197217551,-12.9,-0.006855837,-0.36,-0.202721296,-13.26,St. Charles Public School District,996,80.82%,29.32%,St. Charles Public School District,1027,81.69%,20.74%,St. Charles Public School District,936,80.88%,28.21%
1,861,48.57,49.16,Winona Area Public School District,36.12,41.45,Winona Area Public School District,34.12,38.53,Winona Area Public School District,-0.256331069,-12.45,-0.055370986,-2,-0.29750875,-14.45,-0.156834825,-7.71,-0.070446321,-2.92,-0.21623271,-10.63,Winona Area Public School District,2937,79.81%,39.84%,Winona Area Public School District,2556,75.12%,31.10%,Winona Area Public School District,2465,71.32%,44.95%
1,876,65.49,67.03,Annandale Public School District,59.66,61.68,Annandale Public School District,60.04,60.33,Annandale Public School District,-0.089021225,-5.83,0.006369427,0.38,-0.083218812,-5.45,-0.079815008,-5.35,-0.02188716,-1.35,-0.099955244,-6.7,Annandale Public School District,1974,91.89%,24.97%,Annandale Public School District,2057,92.17%,12.15%,Annandale Public School District,2006,91.87%,26.12%
1,877,65.03,65.17,Buffalo-Hanover-Montrose Public Sch,54.74,55.34,Buffalo-Hanover-Montrose Schools,50.74,53.26,Buffalo-Hanover-Montrose Schools,-0.158234661,-10.29,-0.073072707,-4,-0.219744733,-14.29,-0.150836274,-9.83,-0.037585833,-2.08,-0.1827528,-11.91,Buffalo-Hanover-Montrose Public Schools,5860,90.43%,22.08%,Buffalo-Hanover-Montrose Public Sch,5261,88.67%,16.54%,Buffalo-Hanover-Montrose Schools,5175,86.01%,27.13%
1,879,78.36,79.18,Delano Public School District,73.41,74.3,Delano Public School District,67.57,71.12,Delano Public School District,-0.063169985,-4.95,-0.079553194,-5.84,-0.137697805,-10.79,-0.061631725,-4.88,-0.042799462,-3.18,-0.101793382,-8.06,Delano Public School District,2501,93.84%,8.92%,Delano Public School District,2429,92.34%,5.35%,Delano Public School District,2457,90.07%,12.33%
1,881,58.57,58.29,Maple Lake Public School District,54.29,52.13,Maple Lake Public School District,52.49,54.67,Maple Lake Public School District,-0.073074953,-4.28,-0.033155277,-1.8,-0.10380741,-6.08,-0.105678504,-6.16,0.048724343,2.54,-0.062103277,-3.62,Maple Lake Public School District,850,95.53%,19.88%,Maple Lake Public School District,787,96.32%,17.03%,Maple Lake Public School District,744,95.03%,23.66%
1,882,66.67,67,Monticello Public School District,59.39,58.33,Monticello Public School District,52.6,52.89,Monticello Public School District,-0.10919454,-7.28,-0.114329012,-6.79,-0.211039448,-14.07,-0.129402985,-8.67,-0.093262472,-5.44,-0.210597015,-14.11,Monticello Public School District,4125,85.09%,23.59%,Monticello Public School District,4166,81.20%,19.08%,Monticello Public School District,4013,77.32%,30.53%
1,883,63.13,67.98,Rockford Public School District,42.35,53.07,Rockford Public School District,39.51,51.31,Rockford Public School District,-0.329162047,-20.78,-0.067060213,-2.84,-0.374148582,-23.62,-0.219329214,-14.91,-0.033163746,-1.76,-0.245219182,-16.67,Rockford Public School District,1634,81.58%,23.81%,Rockford Public School District,1551,76.72%,21.41%,Rockford Public School District,1565,74.44%,29.78%
1,885,75.35,76.18,St. Michael-Albertville School Dist,63.12,63.7,St. Michael-Albertville School District,59.96,60.75,St. Michael-Albertville School District,-0.162309224,-12.23,-0.050063371,-3.16,-0.204246848,-15.39,-0.163822526,-12.48,-0.046310832,-2.95,-0.2025466,-15.43,St. Michael-Albertville School District,6463,86.82%,11.96%,St. Michael-Albertville School District,6653,85.25%,9.00%,St. Michael-Albertville School District,6795,79.25%,18.63%
1,891,62.54,67.93,Canby Public School District,48.36,57.89,Canby Public School District,40.07,50.68,Canby Public School District,-0.22673489,-14.18,-0.171422663,-8.29,-0.359290054,-22.47,-0.147799205,-10.04,-0.124546554,-7.21,-0.253937877,-17.25,Canby Public School District,579,93.61%,29.71%,Canby Public School District,590,92.03%,34.41%,Canby Public School District,604,91.39%,40.23%
1,911,59.23,62.21,Cambridge-Isanti Public School Dist,45.9,50.06,Cambridge-Isanti Public School District,45.99,46.86,Cambridge-Isanti Public School District,-0.225054871,-13.33,0.001960784,0.09,-0.223535371,-13.24,-0.195306221,-12.15,-0.063923292,-3.2,-0.246744896,-15.35,Cambridge-Isanti Public School District,5040,89.05%,30.02%,Cambridge-Isanti Public School District,5068,86.01%,21.27%,Cambridge-Isanti Public School District,5007,83.18%,35.01%
1,912,58.54,58.3,Milaca Public School District,47.36,48.07,Milaca Public School District,42.71,46.38,Milaca Public School District,-0.190980526,-11.18,-0.098184122,-4.65,-0.270413393,-15.83,-0.175471698,-10.23,-0.035157063,-1.69,-0.204459691,-11.92,Milaca Public School District,1812,92.72%,42.22%,Milaca Public School District,1673,93.13%,37.78%,Milaca Public School District,1639,89.99%,45.27%
1,914,53.37,53.49,Ulen-Hitterdal Public School Dist,44.52,52.44,Ulen-Hitterdal Public School Dist,38.85,49.71,Ulen-Hitterdal Public School District,-0.165823496,-8.85,-0.127358491,-5.67,-0.272062957,-14.52,-0.019629837,-1.05,-0.052059497,-2.73,-0.070667414,-3.78,Ulen-Hitterdal Public School District,303,79.87%,31.02%,Ulen-Hitterdal Public School Dist,279,79.57%,10.04%,Ulen-Hitterdal Public School District,302,77.15%,38.41%
52,915,14.29,31.82,Southern Plains Education Coop.,8.33,21.05,Southern Plains Education Cooperative,18.52,29.63,Southern Plains Education Cooperative,-0.417074878,-5.96,1.223289316,10.19,0.296011197,4.23,-0.338466373,-10.77,0.40760095,8.58,-0.068824639,-2.19,Southern Plains Education Cooperative,128,78.13%,62.50%,Southern Plains Education Cooperative,109,81.65%,62.39%,Southern Plains Education Cooperative,94,64.89%,80.85%
6,916,16.03,24,Northeast Metro 916,10.1,15.31,Northeast Metro 916,13.94,12.92,Northeast Metro 916,-0.369931379,-5.93,0.38019802,3.84,-0.130380536,-2.09,-0.362083333,-8.69,-0.15610712,-2.39,-0.461666667,-11.08,Northeast Metro 916,909,49.06%,52.04%,Northeast Metro 916,863,43.45%,35.57%,Northeast Metro 916,856,36.45%,59.46%
6,917,12.04,18.49,Intermediate School District 917,9.38,24.8,Intermediate School District 917,5.56,11.63,Intermediate School District 917,-0.220930233,-2.66,-0.407249467,-3.82,-0.53820598,-6.48,0.341265549,6.31,-0.531048387,-13.17,-0.371011357,-6.86,Intermediate School District 917,780,56.03%,35.51%,Intermediate School District 917,753,56.57%,27.22%,Intermediate School District 917,555,45.59%,55.68%
52,938,21.74,18.18,Meeker And Wright Special Education,4.17,9.52,Meeker and Wright Special Education,11.76,9.52,Meeker and Wright Special Education,-0.808187672,-17.57,1.820143885,7.59,-0.459061638,-9.98,-0.476347635,-8.66,0,0,-0.476347635,-8.66,Meeker and Wright Special Education,199,79.40%,56.28%,Meeker And Wright Special Education,182,74.18%,46.15%,Meeker And Wright Special Education,190,83.16%,50.00%
83,991,16.36,18.11,Region 6 and 8-SW/WC Service Cooperative,10.53,17.69,Region 6 and 8-SW/WC Service Cooperative,10.14,15.08,Region 6 and 8-SW/WC Service Cooperative,-0.356356968,-5.83,-0.037037037,-0.39,-0.380195599,-6.22,-0.023191607,-0.42,-0.147540984,-2.61,-0.167310878,-3.03,Region 6 and 8-SW/WC Service Cooperative,218,75.69%,62.39%,Region 6 and 8-SW/WC Service Cooperative,261,71.26%,45.21%,Region 6 and 8-SW/WC Service Cooperative,292,67.47%,67.12%
1,2071,53.92,62.63,Lake Crystal-Wellcome Memorial,58.51,60.49,Lake Crystal-Wellcome Memorial,59.88,55.42,Lake Crystal-Wellcome Memorial,0.085126113,4.59,0.023414801,1.37,0.110534125,5.96,-0.034168929,-2.14,-0.083815507,-5.07,-0.115120549,-7.21,Lake Crystal-Wellcome Memorial,915,92.57%,25.90%,Lake Crystal-Wellcome Memorial,959,92.28%,17.73%,Lake Crystal-Wellcome Memorial,957,91.01%,24.87%
1,2125,49.64,50.18,Triton School District,42.46,42.12,Triton School District,49.18,42.38,Triton School District,-0.144641418,-7.18,0.158266604,6.72,-0.00926672,-0.46,-0.160621762,-8.06,0.00617284,0.26,-0.155440415,-7.8,Triton School District,1075,77.12%,34.42%,Triton School District,986,77.89%,26.17%,Triton School District,889,76.49%,37.12%
1,2134,56.34,61.04,United South Central School Dist.,49.32,50.53,United South Central School District,43.77,44.44,United South Central School District,-0.124600639,-7.02,-0.112530414,-5.55,-0.223109691,-12.57,-0.172182176,-10.51,-0.120522462,-6.09,-0.271952818,-16.6,United South Central School District,737,80.46%,46.54%,United South Central School District,756,78.97%,38.62%,United South Central School District,763,78.77%,44.82%
1,2135,67.29,67.02,Maple River School District,52.71,57.62,Maple River School District,53.96,54.11,Maple River School District,-0.216674097,-14.58,0.023714665,1.25,-0.198097786,-13.33,-0.14025664,-9.4,-0.060916348,-3.51,-0.192629066,-12.91,Maple River School District,904,91.92%,30.75%,Maple River School District,889,90.10%,24.07%,Maple River School District,946,88.05%,39.64%
1,2137,47.54,62.32,Kingsland Public School District,44.77,57.14,Kingsland Public School District,47.19,50.38,Kingsland Public School District,-0.058266723,-2.77,0.054054054,2.42,-0.007362221,-0.35,-0.083119384,-5.18,-0.118305915,-6.76,-0.191591784,-11.94,Kingsland Public School District,554,93.68%,27.26%,Kingsland Public School District,524,91.22%,21.76%,Kingsland Public School District,524,91.03%,34.54%
1,2142,41.23,55.27,St. Louis County School District,31.77,46.1,St. Louis County School District,29.48,42.79,St. Louis County School District,-0.229444579,-9.46,-0.072080579,-2.29,-0.28498666,-11.75,-0.165912792,-9.17,-0.071800434,-3.31,-0.225800615,-12.48,St. Louis County School District,2061,79.23%,45.22%,St. Louis County School District,2014,77.26%,35.85%,St. Louis County School District,1914,77.85%,42.37%
1,2143,62.02,66.37,Waterville-Elysian-Morristown Public School District,46.19,47.72,Waterville-Elysian-Morristown Public School District,46.63,45.79,Waterville-Elysian-Morristown Public School District,-0.255240245,-15.83,0.009525871,0.44,-0.248145759,-15.39,-0.281000452,-18.65,-0.040444258,-1.93,-0.310079855,-20.58,Waterville-Elysian-Morristown Public School District,791,87.36%,35.02%,Waterville-Elysian-Morristown Public School District,754,89.39%,19.10%,Waterville-Elysian-Morristown Public School District,716,89.94%,30.03%
1,2144,62.83,65.6,Chisago Lakes School District,51.23,56.27,Chisago Lakes School District,56.64,56.13,Chisago Lakes School District,-0.184625179,-11.6,0.105602186,5.41,-0.098519815,-6.19,-0.14222561,-9.33,-0.002488004,-0.14,-0.144359756,-9.47,Chisago Lakes School District,3475,93.29%,18.94%,Chisago Lakes School District,3357,91.12%,14.12%,Chisago Lakes School District,3317,90.50%,21.95%
1,2149,62.84,62.07,Minnewaska School District,55.86,55.29,Minnewaska School District,61.57,57.81,Minnewaska School District,-0.111075748,-6.98,0.102219835,5.71,-0.020210057,-1.27,-0.109231513,-6.78,0.045577862,2.52,-0.068632189,-4.26,Minnewaska School District,1304,92.48%,29.60%,Minnewaska School District,1353,92.83%,25.94%,Minnewaska School District,1324,93.50%,29.61%
1,2155,47.93,56.08,Wadena-Deer Creek School District,33.02,45.66,Wadena-Deer Creek School District,38.59,40.18,Wadena-Deer Creek School District,-0.311078656,-14.91,0.168685645,5.57,-0.194867515,-9.34,-0.185805991,-10.42,-0.120017521,-5.48,-0.283523538,-15.9,Wadena-Deer Creek School District,1040,89.62%,52.31%,Wadena-Deer Creek School District,1060,86.42%,37.55%,Wadena-Deer Creek School District,1079,86.28%,45.04%
1,2159,57.51,63.97,Buffalo Lk-Hector-Stewart Public Sc,46.92,46.82,Buffalo Lake-Hector-Stewart Public Schools,50.7,54.95,Buffalo Lake-Hector-Stewart Public Schools,-0.184141888,-10.59,0.08056266,3.78,-0.118414189,-6.81,-0.268094419,-17.15,0.173643742,8.13,-0.141003595,-9.02,Buffalo Lake-Hector-Stewart Public Schools,504,84.52%,36.71%,Buffalo Lake-Hector-Stewart Public Schools,495,79.80%,31.52%,Buffalo Lake-Hector-Stewart Public Schools,451,76.27%,44.57%
1,2164,57.49,62.08,Dilworth-Glyndon-Felton,47.25,53.08,Dilworth-Glyndon-Felton,43.17,50.18,Dilworth-Glyndon-Felton,-0.178117934,-10.24,-0.086349206,-4.08,-0.249086798,-14.32,-0.144974227,-9,-0.054634514,-2.9,-0.191688144,-11.9,Dilworth-Glyndon-Felton,1642,86.91%,27.95%,Dilworth-Glyndon-Felton,1589,83.95%,20.08%,Dilworth-Glyndon-Felton,1535,83.71%,31.27%
1,2165,32.8,41.45,Hinckley-Finlayson School District,24.05,35.31,Hinckley-Finlayson School District,29.68,35.75,Hinckley-Finlayson School District,-0.266768293,-8.75,0.234095634,5.63,-0.095121951,-3.12,-0.148130277,-6.14,0.012461059,0.44,-0.137515078,-5.7,Hinckley-Finlayson School District,976,73.46%,55.64%,Hinckley-Finlayson School District,1008,67.86%,53.27%,Hinckley-Finlayson School District,869,65.13%,57.65%
1,2167,57.99,64.86,Lakeview School District,52.91,59.1,Lakeview School District,53.65,51.31,Lakeview School District,-0.087601311,-5.08,0.013986014,0.74,-0.07484049,-4.34,-0.08880666,-5.76,-0.131810491,-7.79,-0.208911502,-13.55,Lakeview School District,647,89.49%,33.85%,Lakeview School District,647,87.17%,23.03%,Lakeview School District,720,86.94%,30.56%
1,2168,55.73,57.92,NRHEG School District,39.21,45.34,NRHEG School District,39.66,43.13,NRHEG School District,-0.296429212,-16.52,0.011476664,0.45,-0.288354567,-16.07,-0.217196133,-12.58,-0.048742832,-2.21,-0.25535221,-14.79,NRHEG School District,899,92.10%,32.04%,NRHEG School District,834,91.25%,24.58%,NRHEG School District,762,90.16%,39.24%
1,2169,60.3,65.67,Murray County Central School Dist.,64.64,58.51,Murray County Central Schools,57.53,60.61,Murray County Central Schools,0.071973466,4.34,-0.109993812,-7.11,-0.045936982,-2.77,-0.109029998,-7.16,0.035891301,2.1,-0.077051926,-5.06,Murray County Central School District,747,94.65%,28.25%,Murray County Central School Dist.,706,93.34%,28.90%,Murray County Central Schools,721,88.90%,35.78%
1,2170,42.66,49.21,Staples-Motley School District,40.76,44.84,Staples-Motley School District,39.44,41.53,Staples-Motley School District,-0.044538209,-1.9,-0.032384691,-1.32,-0.075480544,-3.22,-0.088803089,-4.37,-0.07381802,-3.31,-0.15606584,-7.68,Staples-Motley School District,1104,88.22%,51.45%,Staples-Motley School District,948,87.55%,34.28%,Staples-Motley School District,901,90.23%,48.50%
1,2171,68.75,70,Kittson Central School District,52.89,49.59,Kittson Central School District,51.54,48.87,Kittson Central School District,-0.230690909,-15.86,-0.025524674,-1.35,-0.250327273,-17.21,-0.291571429,-20.41,-0.014519056,-0.72,-0.301857143,-21.13,Kittson Central School District,230,90.00%,32.17%,Kittson Central School District,233,89.70%,28.33%,Kittson Central School District,247,88.26%,27.53%
1,2172,44.6,53.61,Kenyon-Wanamingo School District,35.14,49.15,Kenyon-Wanamingo School District,38.99,49.55,Kenyon-Wanamingo School District,-0.212107623,-9.46,0.109561753,3.85,-0.125784753,-5.61,-0.083193434,-4.46,0.008138352,0.4,-0.07573214,-4.06,Kenyon-Wanamingo School District,770,89.87%,31.56%,Kenyon-Wanamingo School District,659,87.71%,18.82%,Kenyon-Wanamingo School District,644,87.42%,28.88%
1,2174,47.05,55.49,Pine River-Backus School District,30.62,44.76,Pine River-Backus School District,34.32,47.24,Pine River-Backus School District,-0.349202976,-16.43,0.120836055,3.7,-0.270563231,-12.73,-0.193368174,-10.73,0.055406613,2.48,-0.148675437,-8.25,Pine River-Backus School District,944,94.81%,46.82%,Pine River-Backus School District,915,92.90%,41.86%,Pine River-Backus School District,906,91.39%,62.47%
1,2176,57.14,53.2,Warren-Alvarado-Oslo School Dist.,42.46,51.45,Warren-Alvarado-Oslo School District,40.56,49.65,Warren-Alvarado-Oslo School District,-0.256912846,-14.68,-0.044747998,-1.9,-0.290164508,-16.58,-0.032894737,-1.75,-0.034985423,-1.8,-0.066729323,-3.55,Warren-Alvarado-Oslo School District,526,81.56%,43.54%,Warren-Alvarado-Oslo School District,581,81.58%,28.40%,Warren-Alvarado-Oslo School District,589,84.21%,40.24%
1,2180,51.21,52.86,MACCRAY School District,48.23,47.4,MACCRAY School District,41.52,44.61,MACCRAY School District,-0.058191759,-2.98,-0.139125026,-6.71,-0.189220855,-9.69,-0.103291714,-5.46,-0.058860759,-2.79,-0.156072645,-8.25,MACCRAY School District,729,83.26%,41.70%,MACCRAY School District,720,79.44%,29.31%,MACCRAY School District,722,79.50%,45.84%
1,2184,69.54,60.96,Luverne Public School District,62.27,61.17,Luverne Public School District,63.8,57.26,Luverne Public School District,-0.104544147,-7.27,0.024570419,1.53,-0.082542422,-5.74,0.003444882,0.21,-0.063920222,-3.91,-0.060695538,-3.7,Luverne Public School District,1270,87.17%,30.63%,Luverne Public School District,1155,87.45%,19.31%,Luverne Public School District,1142,83.01%,31.87%
1,2190,37.97,53.75,Yellow Medicine East,27.3,40.97,Yellow Medicine East,28.32,42.22,Yellow Medicine East,-0.281011325,-10.67,0.037362637,1.02,-0.254148012,-9.65,-0.237767442,-12.78,0.030510129,1.25,-0.214511628,-11.53,Yellow Medicine East,696,69.25%,40.52%,Yellow Medicine East,647,65.69%,33.54%,Yellow Medicine East,605,68.26%,45.12%
1,2198,55.18,60.5,Fillmore Central,35.06,53.16,Fillmore Central,45.99,51.54,Fillmore Central,-0.364624864,-20.12,0.311751284,10.93,-0.16654585,-9.19,-0.121322314,-7.34,-0.030474041,-1.62,-0.148099174,-8.96,Fillmore Central,621,95.49%,29.95%,Fillmore Central,589,91.85%,20.88%,Fillmore Central,575,92.17%,35.65%
1,2215,54.73,52.94,Norman County East School District,46.3,38.94,Norman County East School District,24.14,36.05,Norman County East School District,-0.154028869,-8.43,-0.478617711,-22.16,-0.558925635,-30.59,-0.264450321,-14,-0.074216744,-2.89,-0.319040423,-16.89,Norman County East School District,258,80.62%,47.29%,Norman County East School District,209,79.43%,49.28%,Norman County East School District,166,76.51%,47.59%
1,2310,44.48,51.09,Sibley East School District,36.8,43.85,Sibley East School District,40.68,48.09,Sibley East School District,-0.172661871,-7.68,0.105434783,3.88,-0.085431655,-3.8,-0.141710707,-7.24,0.096693273,4.24,-0.058719906,-3,Sibley East School District,1150,63.65%,40.87%,Sibley East School District,1050,64.10%,26.38%,Sibley East School District,1089,61.34%,41.51%
1,2311,46.38,55.65,Clearbrook-Gonvick School District,37.17,49.12,Clearbrook-Gonvick School District,29.15,47.93,Clearbrook-Gonvick School District,-0.198576973,-9.21,-0.215765402,-8.02,-0.371496335,-17.23,-0.117340521,-6.53,-0.024226384,-1.19,-0.138724169,-7.72,Clearbrook-Gonvick School District,464,76.08%,52.80%,Clearbrook-Gonvick School District,447,74.50%,43.40%,Clearbrook-Gonvick School District,460,73.48%,52.83%
1,2342,62.56,69.48,West Central Area,53.14,59.71,West Central Area,41.26,50.53,West Central Area,-0.150575448,-9.42,-0.223560406,-11.88,-0.340473146,-21.3,-0.140616005,-9.77,-0.153743092,-9.18,-0.272740357,-18.95,West Central Area,786,92.11%,35.24%,West Central Area,765,91.63%,27.19%,West Central Area,743,90.04%,36.88%
1,2358,63.04,65.17,Tri-County School District,43.27,49,Tri-County School District,48.89,47.62,Tri-County School District,-0.313610406,-19.77,0.129882135,5.62,-0.22446066,-14.15,-0.248120301,-16.17,-0.028163265,-1.38,-0.269295688,-17.55,Tri-County School District,200,96.50%,52.50%,Tri-County School District,197,92.89%,65.99%,Tri-County School District,179,93.30%,49.72%
1,2364,55.06,64.24,Belgrade-Brooten-Elrosa Public School District,30.65,48.08,Belgrade-Brooten-Elrosa Public School District,34.82,49.83,Belgrade-Brooten-Elrosa Public School District,-0.443334544,-24.41,0.136052202,4.17,-0.367598983,-20.24,-0.251556663,-16.16,0.036397671,1.75,-0.224315068,-14.41,Belgrade-Brooten-Elrosa Public School District,655,89.01%,32.98%,Belgrade-Brooten-Elrosa Public School District,629,91.26%,26.55%,Belgrade-Brooten-Elrosa Public School District,610,90.82%,37.05%
1,2365,52.35,61.33,G.F.W.,34.3,46.9,GFW Public Schools,32.59,46.64,GFW Public Schools,-0.344794651,-18.05,-0.049854227,-1.71,-0.377459408,-19.76,-0.235284526,-14.43,-0.00554371,-0.26,-0.239523887,-14.69,G.F.W. Public School District,704,79.40%,45.74%,GFW Public Schools,624,76.60%,32.21%,GFW Public Schools,572,75.35%,46.68%
